Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue
0,76.0,1,12,14.0,23.0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,20.850000381469727,20.850000381469727,0.0,0.0,22.860000610351562,43.709999084472656
0,26.0,0,17,13.0,23.0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,1,0,113.6500015258789,7939.25,0.0,0.0,1212.4000244140625,9151.650390625
0,38.0,1,0,7.0,31.0,3,1,0,1,2,0,0,0,0,1,1,1,1,0,1,1,89.0,1820.449951171875,0.0,0.0,361.0,2181.449951171875
1,31.0,0,17,1.0,8.0,1,1,0,1,2,1,0,0,1,0,1,1,1,0,1,0,89.25,2210.199951171875,0.0,0.0,245.52000427246094,2455.719970703125
1,49.0,1,16,2.0,4.0,0,1,0,1,2,0,1,1,1,1,1,1,1,2,1,0,105.25,7291.75,0.0,0.0,2675.989990234375,9967.740234375
0,73.0,0,1,15.0,12.0,1,1,1,1,2,0,1,0,0,1,1,1,1,1,1,1,101.5,5373.10009765625,0.0,0.0,1808.4599609375,7181.56005859375
1,59.0,0,18,1.0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,24.950000762939453,190.25,0.0,0.0,0.0,190.25
0,24.0,1,6,11.0,3.0,1,1,1,1,2,0,0,1,1,0,1,1,1,0,1,0,95.5,1916.199951171875,0.0,0.0,774.2000122070312,2690.39990234375
0,43.0,0,9,15.0,27.0,3,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,96.05000305175781,1148.0999755859375,0.0,0.0,536.52001953125,1684.6199951171875
1,44.0,0,1,2.0,11.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.650001525878906,74.9000015258789,0.0,10.0,49.79999923706055,134.6999969482422
1,21.0,0,15,6.0,10.0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,20.25,174.6999969482422,0.0,0.0,348.80999755859375,523.510009765625
0,50.0,0,21,13.0,5.0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,69.55000305175781,3435.60009765625,0.0,0.0,817.4400024414062,4253.0400390625
1,63.0,0,21,7.0,9.0,2,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,59.95000076293945,1848.800048828125,0.0,0.0,0.0,1848.800048828125
1,34.0,1,19,14.0,34.0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,78.80000305175781,3597.5,23.280000686645508,0.0,445.95001220703125,4020.169921875
1,69.0,1,10,8.0,21.0,1,1,1,1,2,0,0,0,1,1,0,0,1,0,1,0,90.5,1910.5999755859375,0.0,0.0,1014.4199829101562,2925.02001953125
1,64.0,0,19,15.0,2.0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,70.30000305175781,2416.550048828125,0.0,80.0,365.04998779296875,2861.60009765625
1,54.0,1,13,12.0,20.0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,19.600000381469727,678.7999877929688,0.0,0.0,885.02001953125,1563.8199462890625
1,68.0,1,17,14.0,2.0,1,1,1,1,2,0,0,1,0,0,0,0,1,0,1,0,79.8499984741211,1471.75,0.0,0.0,318.82000732421875,1790.5699462890625
1,63.0,1,11,9.0,26.0,3,1,0,1,2,0,0,1,0,1,1,1,1,0,1,1,95.9000015258789,1777.9000244140625,0.0,0.0,622.6300048828125,2400.530029296875
1,67.0,1,15,13.0,14.0,1,1,1,1,2,0,1,0,0,1,1,0,1,1,1,0,99.0,4744.35009765625,0.0,0.0,281.760009765625,5026.10986328125
1,83.0,1,2,4.0,29.0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,60.04999923706055,1236.1500244140625,0.0,0.0,727.02001953125,1963.1700439453125
1,62.0,1,17,3.0,27.0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,19.299999237060547,504.20001220703125,9.489999771118164,0.0,776.8800048828125,1271.5899658203125
0,68.0,1,21,1.0,35.0,1,1,1,1,2,0,0,0,0,1,1,0,1,0,1,0,93.8499984741211,5574.75,8.130000114440918,0.0,636.02001953125,6202.64013671875
1,75.0,0,18,11.0,4.0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,1,24.649999618530273,1766.75,0.0,0.0,337.25,2104.0
0,74.0,1,21,2.0,25.0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,80.3499984741211,5589.2998046875,0.0,0.0,2333.080078125,7922.3798828125
1,23.0,0,4,9.0,8.0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,19.450000762939453,674.5499877929688,0.0,0.0,1121.5999755859375,1796.1500244140625
0,27.0,1,17,9.0,12.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,19.700000762939453,113.5,0.0,0.0,33.119998931884766,146.6199951171875
0,54.0,0,2,5.0,13.0,1,0,0,1,1,0,1,0,0,0,1,1,1,2,1,1,38.79999923706055,603.0,0.0,0.0,0.0,603.0
0,66.0,0,0,10.0,12.0,2,1,1,1,2,0,1,0,0,1,0,0,1,0,1,0,88.94999694824219,2291.199951171875,0.0,0.0,1191.5,3482.699951171875
1,32.0,1,7,11.0,15.0,1,1,1,1,2,0,1,0,1,1,1,1,1,2,1,0,105.25,6823.39990234375,23.670000076293945,0.0,2571.52001953125,9371.25
0,50.0,0,2,13.0,32.0,1,1,0,1,2,0,0,1,0,1,1,1,1,1,1,0,93.80000305175781,3124.5,0.0,0.0,660.6599731445312,3785.159912109375
0,45.0,1,1,0.0,28.0,4,1,0,1,2,0,0,0,0,0,1,1,1,0,1,0,79.1500015258789,317.25,0.0,0.0,147.63999938964844,464.8900146484375
0,66.0,1,1,2.0,7.0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,1,0,73.6500015258789,1463.5,0.0,0.0,107.4000015258789,1570.9000244140625
0,26.0,0,13,2.0,27.0,1,1,1,1,2,0,1,1,0,1,1,1,0,1,1,0,106.80000305175781,5498.7998046875,0.0,140.0,1499.4000244140625,7138.2001953125
0,46.0,1,18,14.0,20.0,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,111.5999984741211,6876.0498046875,0.0,0.0,477.0199890136719,7353.06982421875
1,56.0,0,21,14.0,14.0,4,1,0,1,2,0,0,1,0,1,1,1,0,0,0,2,94.5,575.4500122070312,0.0,10.0,99.4800033569336,684.9299926757812
0,48.0,0,12,10.0,1.0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,70.0999984741211,3913.300048828125,0.0,0.0,2089.050048828125,6002.35009765625
1,52.0,0,12,0.0,10.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,20.549999237060547,1252.8499755859375,0.0,0.0,740.4299926757812,1993.280029296875
0,47.0,0,13,8.0,30.0,2,1,1,1,2,0,0,1,0,1,1,1,1,0,1,0,100.25,3527.60009765625,0.0,0.0,367.1499938964844,3894.75
1,56.0,1,10,1.0,14.0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,20.25,172.35000610351562,0.0,0.0,112.94999694824219,285.29998779296875
1,32.0,0,8,6.0,11.0,0,1,1,1,2,1,1,1,0,1,1,1,1,2,1,1,110.05000305175781,7430.75,23.15999984741211,0.0,393.989990234375,7801.580078125
0,55.0,0,6,1.0,23.0,2,1,1,1,2,0,1,1,0,1,1,1,1,0,1,0,106.3499984741211,3549.25,0.0,0.0,737.4600219726562,4286.7099609375
0,73.0,1,9,11.0,32.0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,70.1500015258789,916.75,0.0,90.0,492.17999267578125,1498.9300537109375
1,49.0,0,9,14.0,32.0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,19.350000381469727,152.60000610351562,0.0,0.0,278.9599914550781,431.55999755859375
1,55.0,1,21,12.0,32.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,19.549999237060547,1463.449951171875,0.0,0.0,1247.760009765625,2711.2099609375
0,18.0,0,1,13.0,3.0,1,1,0,1,2,0,1,1,0,1,1,1,1,1,1,2,100.30000305175781,5200.7998046875,0.0,0.0,441.489990234375,5642.2900390625
0,21.0,1,17,9.0,9.0,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,19.600000381469727,189.4499969482422,0.0,0.0,393.5,582.9500122070312
1,49.0,1,5,7.0,28.0,3,1,1,1,2,1,0,0,0,1,1,1,1,0,1,0,99.69999694824219,1566.75,0.0,0.0,151.8000030517578,1718.550048828125
0,26.0,0,21,3.0,4.0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,84.9000015258789,5264.5,0.0,0.0,775.9199829101562,6040.419921875
0,40.0,0,5,11.0,11.0,1,1,1,1,2,0,0,1,0,0,1,1,1,0,1,0,89.0999984741211,2368.39990234375,0.0,0.0,581.0,2949.39990234375
1,47.0,1,5,8.0,27.0,1,1,1,1,0,0,0,1,1,1,1,1,1,2,0,1,79.80000305175781,5034.0498046875,0.0,0.0,634.4099731445312,5668.4599609375
1,70.0,1,5,0.0,16.0,1,1,0,1,2,0,0,0,0,1,1,0,1,0,1,0,89.5,477.70001220703125,0.0,0.0,228.60000610351562,706.2999877929688
1,51.0,0,5,6.0,29.0,1,1,0,1,2,0,1,0,1,0,0,0,0,0,1,1,80.5999984741211,4348.10009765625,39.45000076293945,90.0,2608.1298828125,7006.77978515625
0,62.0,1,2,12.0,28.0,1,1,0,1,1,1,1,1,1,1,0,0,1,2,1,1,74.30000305175781,4166.35009765625,0.0,0.0,367.6499938964844,4534.0
0,33.0,0,11,2.0,33.0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,69.0999984741211,3168.0,0.0,0.0,1466.47998046875,4634.47998046875
0,48.0,1,12,8.0,16.0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,70.4000015258789,147.14999389648438,0.0,0.0,92.45999908447266,239.61000061035156
1,25.0,1,9,3.0,33.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,417.6499938964844,9.729999542236328,0.0,772.0,1179.9200439453125
1,26.0,0,16,0.0,16.0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,30.100000381469727,810.8499755859375,0.0,0.0,0.0,810.8499755859375
0,62.0,0,1,15.0,16.0,1,0,0,1,0,1,0,1,0,1,1,1,1,2,0,0,53.599998474121094,3237.050048828125,0.0,0.0,0.0,3237.050048828125
0,68.0,0,0,14.0,26.0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,44.45000076293945,44.45000076293945,0.0,0.0,48.310001373291016,92.76000213623047
1,61.0,1,7,2.0,22.0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,61.79999923706055,750.0999755859375,0.0,0.0,365.95001220703125,1116.050048828125
0,20.0,1,18,9.0,1.0,1,1,0,1,2,0,0,1,1,0,1,1,0,1,0,0,90.94999694824219,4236.60009765625,0.0,50.0,287.9599914550781,4574.56005859375
0,21.0,1,8,4.0,12.0,4,1,1,1,2,0,0,0,0,0,0,1,1,0,1,0,72.19999694824219,305.54998779296875,0.0,0.0,119.91999816894531,425.4700012207031
0,64.0,1,6,10.0,35.0,3,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,25.600000381469727,548.7999877929688,0.0,0.0,335.94000244140625,884.739990234375
1,58.0,0,19,4.0,1.0,4,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,78.80000305175781,78.80000305175781,0.0,0.0,28.040000915527344,106.83999633789062
0,24.0,1,12,6.0,12.0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,24.75,1769.5999755859375,0.0,0.0,2543.760009765625,4313.35986328125
0,77.0,0,9,6.0,9.0,1,1,1,1,2,1,1,1,1,1,0,0,1,0,1,0,105.69999694824219,3181.800048828125,0.0,0.0,1004.4000244140625,4186.2001953125
0,29.0,0,9,14.0,20.0,4,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,45.099998474121094,45.099998474121094,0.0,0.0,11.0600004196167,56.15999984741211
1,57.0,0,8,6.0,19.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,19.75,1052.3499755859375,0.0,0.0,1389.1300048828125,2441.47998046875
0,55.0,0,10,14.0,14.0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,45.54999923706055,2062.14990234375,0.0,0.0,0.0,2062.14990234375
1,31.0,0,12,6.0,29.0,3,1,1,1,2,0,0,1,1,1,1,1,1,0,1,0,106.0999984741211,2249.949951171875,0.0,0.0,458.42999267578125,2708.3798828125
0,35.0,0,15,11.0,36.0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,63.150001525878906,816.7999877929688,0.0,0.0,509.6000061035156,1326.4000244140625
0,46.0,0,6,15.0,15.0,0,1,1,1,2,0,1,1,0,1,1,1,1,1,1,0,101.3499984741211,7323.14990234375,0.0,0.0,3319.199951171875,10642.349609375
1,44.0,1,15,13.0,13.0,1,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,81.05000305175781,5135.35009765625,0.0,0.0,3167.360107421875,8302.7099609375
1,78.0,1,19,10.0,16.0,1,1,1,1,2,0,1,0,0,0,0,0,1,0,1,0,79.4000015258789,205.0500030517578,0.0,0.0,125.69999694824219,330.75
0,52.0,0,10,8.0,2.0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,74.05000305175781,872.6500244140625,48.61000061035156,0.0,510.9599914550781,1335.0
0,58.0,1,12,7.0,12.0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,91.1500015258789,6637.89990234375,0.0,0.0,212.39999389648438,6850.2998046875
1,27.0,0,15,5.0,14.0,1,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,85.5,4713.39990234375,0.0,0.0,2303.949951171875,7017.35009765625
1,77.0,0,17,11.0,23.0,1,1,1,1,2,1,0,1,1,1,1,0,1,2,1,0,110.3499984741211,7246.14990234375,0.0,0.0,2874.949951171875,10121.099609375
1,43.0,1,16,4.0,12.0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,55.29999923706055,3983.60009765625,0.0,0.0,1745.280029296875,5728.8798828125
0,21.0,1,2,7.0,3.0,1,1,1,1,2,0,0,0,0,1,0,0,1,0,1,0,85.5999984741211,4902.7998046875,0.0,0.0,2397.360107421875,7300.16015625
0,32.0,0,0,1.0,28.0,1,0,0,1,0,1,1,1,1,1,0,0,1,2,0,1,54.20000076293945,3623.949951171875,0.0,0.0,0.0,3623.949951171875
0,33.0,1,0,5.0,19.0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,0,0,90.55000305175781,6404.0,0.0,0.0,2029.1800537109375,8433.1796875
0,71.0,1,2,4.0,30.0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,75.5,1893.949951171875,0.0,0.0,286.20001220703125,2180.14990234375
0,65.0,0,10,8.0,5.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,20.649999618530273,1125.5999755859375,0.0,0.0,96.33000183105469,1221.9300537109375
1,33.0,1,6,9.0,10.0,4,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,69.75,324.6000061035156,0.0,0.0,155.6999969482422,480.29998779296875
0,64.0,0,13,14.0,14.0,2,1,0,1,2,0,1,1,0,0,0,0,1,0,1,1,79.0,2576.800048828125,0.0,0.0,581.7899780273438,3158.590087890625
1,55.0,0,16,1.0,25.0,1,1,1,1,1,1,0,1,1,0,0,0,1,2,1,1,62.79999923706055,2278.75,16.969999313354492,0.0,166.5,2428.280029296875
0,25.0,1,3,0.0,8.0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,45.29999923706055,2145.0,0.0,140.0,0.0,2285.0
0,41.0,0,9,2.0,15.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,39.04999923706055,669.8499755859375,0.0,0.0,0.0,669.8499755859375
0,27.0,1,7,12.0,6.0,1,1,1,1,2,1,1,1,0,1,0,1,1,0,1,0,98.75,4533.7001953125,0.0,0.0,134.88999938964844,4668.58984375
0,61.0,0,16,12.0,36.0,4,1,1,1,2,0,0,1,0,0,0,0,1,0,1,1,79.55000305175781,79.55000305175781,0.0,0.0,5.099999904632568,84.6500015258789
0,75.0,0,16,2.0,33.0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,80.3499984741211,3825.85009765625,0.0,90.0,1800.5699462890625,5716.419921875
0,55.0,0,12,10.0,29.0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,1,0,49.20000076293945,3580.949951171875,0.0,0.0,0.0,3580.949951171875
1,54.0,1,0,1.0,33.0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,59.45000076293945,1611.6500244140625,0.0,0.0,916.3800048828125,2528.030029296875
1,76.0,1,20,11.0,25.0,4,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,50.150001525878906,115.0999984741211,0.0,0.0,13.720000267028809,128.82000732421875
0,27.0,0,17,8.0,8.0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,56.75,503.25,0.0,30.0,303.0,836.25
0,44.0,1,11,7.0,4.0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,60.400001525878906,2640.550048828125,0.0,100.0,0.0,2740.550048828125
0,56.0,0,7,10.0,11.0,2,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,80.30000305175781,3058.64990234375,0.0,0.0,1601.3199462890625,4659.97021484375
1,30.0,0,16,12.0,6.0,3,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,75.5999984741211,1395.050048828125,0.0,0.0,273.239990234375,1668.2900390625
0,61.0,1,10,4.0,13.0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,65.19999694824219,3512.14990234375,0.0,0.0,2224.320068359375,5736.47021484375
0,33.0,0,7,6.0,26.0,1,1,0,1,2,0,0,0,0,1,1,1,1,1,0,1,87.55000305175781,4475.89990234375,0.0,0.0,732.8699951171875,5208.77001953125
0,26.0,0,15,14.0,26.0,1,1,1,1,2,0,1,1,0,0,1,1,1,1,1,0,92.8499984741211,5980.75,0.0,0.0,2398.080078125,8378.830078125
0,59.0,1,19,6.0,6.0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,55.900001525878906,365.3500061035156,0.0,30.0,87.05999755859375,482.4100036621094
1,51.0,1,16,13.0,29.0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,20.299999237060547,749.3499755859375,10.649999618530273,0.0,1684.1600341796875,2422.860107421875
1,52.0,1,0,2.0,27.0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,1,0,114.94999694824219,7711.25,0.0,0.0,1024.0999755859375,8735.349609375
0,25.0,1,18,12.0,8.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,24.549999237060547,1160.449951171875,0.0,0.0,736.9600219726562,1897.4100341796875
1,56.0,1,2,12.0,6.0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,70.19999694824219,760.0499877929688,0.0,0.0,11.109999656677246,771.1599731445312
1,42.0,0,15,0.0,11.0,1,1,1,1,2,0,1,1,0,1,1,1,1,0,1,0,102.4000015258789,6444.0498046875,0.0,0.0,1118.25,7562.2998046875
1,82.0,1,7,1.0,1.0,4,1,1,1,2,0,1,0,0,0,0,0,1,0,1,0,81.3499984741211,233.6999969482422,0.0,0.0,27.65999984741211,261.3599853515625
1,49.0,1,15,11.0,28.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,1,1,19.149999618530273,515.75,0.0,0.0,1139.8399658203125,1655.5899658203125
1,60.0,1,19,8.0,34.0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,65.3499984741211,1231.8499755859375,0.0,60.0,794.010009765625,2085.860107421875
0,39.0,0,4,1.0,30.0,1,1,1,1,2,0,0,1,0,0,0,0,1,0,1,0,77.75,4458.14990234375,0.0,0.0,1067.550048828125,5525.7001953125
0,37.0,0,17,15.0,24.0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,60.25,3282.75,0.0,0.0,1728.1600341796875,5010.91015625
0,26.0,1,13,1.0,8.0,4,1,1,1,2,0,1,0,0,1,0,1,1,0,1,0,90.80000305175781,455.5,0.0,0.0,7.449999809265137,462.95001220703125
1,61.0,0,4,0.0,25.0,1,1,1,1,2,0,0,1,1,1,1,1,0,0,1,0,103.44999694824219,1539.800048828125,0.0,140.0,279.0,1958.800048828125
0,50.0,1,17,15.0,33.0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,55.900001525878906,3848.800048828125,0.0,20.0,3045.719970703125,6914.52001953125
1,25.0,0,16,2.0,27.0,4,0,0,1,0,1,0,1,1,1,1,1,1,0,0,2,58.5,539.8499755859375,0.0,0.0,0.0,539.8499755859375
0,25.0,0,12,14.0,27.0,2,1,0,1,2,1,0,0,0,0,0,0,1,0,1,0,75.5,2324.699951171875,0.0,0.0,617.5999755859375,2942.300048828125
1,61.0,1,9,4.0,31.0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,2,69.5,1199.4000244140625,0.0,0.0,219.77999877929688,1419.1800537109375
0,61.0,1,15,12.0,13.0,1,1,1,1,2,0,0,1,0,1,1,1,0,1,1,0,100.0,5509.2998046875,0.0,100.0,2055.89990234375,7665.2001953125
0,37.0,0,12,3.0,19.0,1,1,1,1,2,0,1,0,0,1,1,1,1,2,1,0,101.05000305175781,5971.25,0.0,0.0,1066.8900146484375,7038.14013671875
1,63.0,1,19,10.0,36.0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,24.799999237060547,475.25,37.060001373291016,0.0,167.27999877929688,605.469970703125
0,78.0,1,8,3.0,26.0,1,1,0,1,2,0,0,0,0,1,1,1,1,0,1,2,89.55000305175781,3856.75,0.0,0.0,1682.1600341796875,5538.91015625
0,41.0,1,11,4.0,11.0,1,1,0,1,2,0,1,1,1,1,1,1,1,0,1,0,105.0999984741211,3634.800048828125,0.0,0.0,95.87999725341797,3730.679931640625
0,48.0,1,17,10.0,9.0,1,0,0,1,0,1,1,0,1,1,1,1,1,2,1,0,60.0,2193.199951171875,0.0,0.0,0.0,2193.199951171875
0,18.0,0,10,1.0,2.0,3,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,84.30000305175781,1537.9000244140625,0.0,0.0,40.68000030517578,1578.5799560546875
0,68.0,0,9,1.0,34.0,4,1,1,1,2,0,0,0,0,0,0,0,1,2,1,0,74.05000305175781,678.4500122070312,0.0,0.0,357.92999267578125,1036.3800048828125
1,70.0,0,2,10.0,15.0,4,1,0,1,2,1,0,0,0,0,0,0,1,1,0,0,75.3499984741211,273.3999938964844,0.0,0.0,145.60000610351562,419.0
0,51.0,0,2,0.0,31.0,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,-3.0,7107.0,0.0,0.0,2715.699951171875,9822.7001953125
1,79.0,0,18,7.0,19.0,0,1,0,1,2,1,1,1,0,0,0,0,1,1,1,0,86.69999694824219,6179.35009765625,0.0,0.0,2141.360107421875,8320.7099609375
1,43.0,0,2,5.0,3.0,1,0,0,1,1,1,0,1,1,0,0,0,1,2,1,1,39.150001525878906,2692.75,0.0,0.0,0.0,2692.75
1,67.0,0,4,14.0,33.0,1,1,1,1,2,0,1,0,0,1,1,0,0,0,1,0,101.0,4388.39990234375,0.0,150.0,1343.75,5882.14990234375
0,29.0,0,19,9.0,2.0,1,1,1,1,2,0,1,1,1,1,1,1,0,2,1,0,110.19999694824219,7689.7998046875,0.0,150.0,385.70001220703125,8225.5
1,47.0,0,9,9.0,19.0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,111.80000305175781,5443.64990234375,0.0,0.0,603.3599853515625,6047.009765625
1,35.0,0,4,7.0,27.0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,65.5999984741211,593.2999877929688,0.0,0.0,381.510009765625,974.8099975585938
1,27.0,1,21,7.0,25.0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,25.399999618530273,399.6000061035156,0.0,0.0,687.5999755859375,1087.199951171875
1,35.0,1,11,6.0,29.0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,-10.0,608.1500244140625,0.0,0.0,486.20001220703125,1094.3499755859375
1,66.0,0,21,12.0,6.0,1,1,1,1,2,0,0,1,1,1,1,0,0,1,1,0,106.0,6441.39990234375,0.0,110.0,2063.39990234375,8614.7998046875
0,19.0,0,5,1.0,8.0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,68.4000015258789,3972.25,0.0,0.0,1565.4200439453125,5537.669921875
0,83.0,0,2,12.0,19.0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,1,1,99.5,6822.14990234375,0.0,0.0,1904.760009765625,8726.91015625
1,65.0,1,21,13.0,31.0,2,1,1,1,2,1,1,1,0,0,0,0,1,1,0,0,90.4000015258789,2820.64990234375,0.0,0.0,215.6999969482422,3036.35009765625
0,69.0,1,9,8.0,17.0,1,1,1,1,2,1,0,1,1,1,1,0,1,2,1,0,111.5999984741211,7099.0,0.0,0.0,1045.1199951171875,8144.1201171875
0,61.0,1,9,11.0,9.0,3,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,54.45000076293945,1127.3499755859375,0.0,0.0,160.16000366210938,1287.510009765625
1,27.0,0,16,1.0,10.0,2,1,0,1,2,0,1,0,0,1,0,0,1,0,1,1,86.30000305175781,3266.0,0.0,0.0,1569.75,4835.75
1,26.0,0,17,6.0,2.0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,68.69999694824219,1416.199951171875,0.0,0.0,650.0,2066.199951171875
0,55.0,1,5,15.0,16.0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,1,25.149999618530273,1683.5999755859375,0.0,0.0,1370.8199462890625,3054.419921875
1,80.0,1,1,9.0,4.0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,69.25,69.25,0.0,0.0,29.68000030517578,98.93000030517578
0,27.0,1,19,5.0,15.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,20.0,1087.25,0.0,0.0,1721.5,2808.75
0,37.0,0,18,9.0,31.0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,56.29999923706055,2364.0,0.0,0.0,1495.27001953125,3859.27001953125
1,29.0,0,15,7.0,1.0,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,0,81.0,4976.14990234375,0.0,0.0,2010.56005859375,6986.7099609375
1,27.0,0,12,0.0,34.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,24.450000762939453,1718.199951171875,0.0,0.0,2283.2099609375,4001.409912109375
1,73.0,1,6,11.0,2.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,1,0,25.0,1802.550048828125,28.93000030517578,0.0,2087.280029296875,3860.89990234375
0,25.0,1,12,2.0,7.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,56.29999923706055,401.5,0.0,30.0,254.8800048828125,686.3800048828125
0,22.0,0,17,2.0,8.0,1,1,0,1,2,0,1,0,0,1,1,1,0,1,1,0,96.0,6109.75,0.0,30.0,1292.1300048828125,7431.8798828125
0,70.0,1,0,0.0,22.0,2,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,78.05000305175781,2135.5,0.0,10.0,89.91000366210938,2235.409912109375
0,38.0,0,4,10.0,13.0,1,1,1,1,2,0,1,1,1,1,1,1,1,2,1,0,110.5,7752.0498046875,0.0,0.0,1997.800048828125,9749.849609375
